,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,bedroom_ratio,household_rooms
2763,-115.88,32.93,15.0,5.342334251964811,3.912023005428146,3.9512437185814275,3.044522437723423,4.0208,32500.0,0,1,0,0,0,0.7322684843220689,1.7547363703975865
18931,-122.11,38.09,11.0,6.513230110912307,4.983606621708336,5.765191102784844,4.927253685157205,2.3929,122500.0,0,0,0,1,0,0.7651513207492501,1.3218783783211074
6310,-118.02,34.04,27.0,8.637816633739977,6.90975328164481,8.171599480345463,6.88653164253051,5.065,215400.0,1,0,0,0,0,0.7999421120673923,1.2543058076425164
57,-122.28,37.82,52.0,7.306531398939505,5.817111159963204,6.591673732008658,5.501258210544727,0.8172,85300.0,0,0,0,1,0,0.7961522153737024,1.3281564179144432
4468,-118.16,34.09,33.0,7.323830566202317,6.030685260261263,7.204892510204673,5.849324779946859,2.375,175000.0,1,0,0,0,0,0.8234332028503496,1.252081366948623
2942,-118.97,35.37,34.0,7.22983877815125,5.811140992976701,7.053585727193677,5.755742213586912,1.7197,48900.0,0,1,0,0,0,0.8037718642548588,1.2561088578784174
4393,-118.27,34.08,46.0,8.00903068506973,6.75110146893676,7.858640655620791,6.703188113240863,2.7179,184300.0,1,0,0,0,0,0.8429361472571236,1.1948091788218542
317,-122.2,37.76,37.0,7.893945138235959,6.602587892189336,7.563200592358071,6.504288173536645,1.4097,84600.0,0,0,0,1,0,0.8364116771230564,1.2136524286167507
7892,-118.07,33.88,18.0,7.798523053625206,5.929589143389895,7.1731917424865985,5.958424693029782,6.1968,344700.0,1,0,0,0,0,0.7603477097671049,1.3088229616710583
16536,-121.24,37.79,7.0,8.54714026778419,6.7661917146603505,7.845416036592485,6.692083742506628,4.075,195000.0,0,1,0,0,0,0.7916322305091241,1.2772016305615925
17126,-122.13,37.46,31.0,7.717796211013582,6.352629396319567,7.445417556701687,6.238324625039508,3.2642,185600.0,0,0,0,1,0,0.8231144257546122,1.2371584800245474
11515,-118.09,33.71,19.0,7.242797922793756,5.605802066295998,6.198478716492308,5.288267030694535,8.7397,500001.0,0,0,0,0,1,0.7739829449961623,1.3695976169044781
17726,-121.8,37.32,23.0,7.512071245835466,5.849324779946859,7.15305163493748,5.783825182329737,4.8092,217400.0,1,0,0,0,0,0.7786567230961237,1.298806760063517
3122,-117.84,35.35,28.0,7.5569505720129,6.18826412308259,6.755768921984255,5.918893854273146,1.9962,50800.0,0,1,0,0,0,0.8188837632471452,1.2767504804224794
16346,-121.34,38.03,12.0,7.903965634032166,6.073044534100405,7.0909098220799835,5.942799375126701,4.9861,133500.0,0,1,0,0,0,0.7683541168184804,1.3300071456414684
8671,-118.38,33.82,35.0,8.024207485778577,6.436150368369428,7.179307969504034,6.380122536899765,5.1589,439200.0,0,0,0,0,1,0.8020917180639102,1.2576886163816074
15881,-122.41,37.75,9.0,7.1569563646156364,5.814130531825066,7.0707241072602764,5.723585101952381,2.6538,206300.0,0,0,0,1,0,0.8123747352394698,1.250432419040003
2315,-119.69,36.86,20.0,7.424761761823209,5.575949103146316,6.668228248417403,5.484796933490655,4.0,164600.0,0,1,0,0,0,0.7509936725265509,1.3536985693101886
15611,-116.89,32.67,9.0,7.88344635413774,5.976350909297934,7.212294468500341,5.8944028342648505,6.2578,293100.0,1,0,0,0,0,0.7580886126232292,1.3374461460812193
20223,-119.29,34.3,24.0,8.940891067785461,7.441906728051625,8.444192298531748,7.392647520721623,3.5385,186800.0,0,0,0,0,1,0.8323450841343139,1.2094301862389765
2580,-124.02,40.8,22.0,7.859026979751538,6.077642243349034,7.089243155027514,6.093569770045136,3.9792,133900.0,1,0,0,0,0,0.7733326605199131,1.2897246238789395
12937,-121.26,38.66,19.0,8.061802274538348,6.09807428216624,7.20414929203594,6.115892125483034,6.1183,221600.0,0,1,0,0,0,0.7564157584744835,1.3181727390101121
13448,-117.41,34.1,5.0,8.504715669905124,7.038783541388542,7.6984827878809465,6.70073110954781,2.5272,92000.0,0,1,0,0,0,0.8276330232057086,1.2692220491860706
7832,-118.16,33.9,28.0,7.787796878181171,6.424869023905388,7.783224016336037,6.38856140554563,2.7339,156700.0,1,0,0,0,0,0.8249918589820626,1.2190219963168742
15665,-122.43,37.81,52.0,8.368693183097793,6.849066282633458,7.168579897264035,6.683360945766275,4.6781,500001.0,0,0,0,1,0,0.8184152690011962,1.252168370226829
6343,-117.75,34.06,52.0,4.143134726391533,2.302585092994046,3.8066624897703196,2.833213344056216,0.4999,112500.0,0,1,0,0,0,0.5557591642691969,1.462344773676643
16142,-122.46,37.77,52.0,8.069029328774958,6.535241271013659,7.649692623711514,6.525029657843462,3.9375,402900.0,0,0,0,1,0,0.8099166584645244,1.2366272265254026
17152,-122.2,37.43,22.0,8.100161446936607,6.61338421837956,7.198931240688173,6.486160788944089,5.2391,500001.0,0,0,0,0,1,0.816450914182787,1.2488375960003404
15165,-117.03,32.95,19.0,8.412054873292933,6.704414354964107,7.806696372521179,6.663132695990803,4.5032,168900.0,1,0,0,0,0,0.7970007870787505,1.262477464744842
20573,-122.05,38.56,20.0,6.913737350659685,5.1298987149230735,6.126869184114185,5.062595033026967,5.679,225000.0,0,1,0,0,0,0.7419863461306635,1.3656508777724425
16616,-120.85,35.38,27.0,8.158802490694002,6.813444599510896,7.301147805856032,6.502790045915623,2.3075,184200.0,0,0,0,0,1,0.8351035102617531,1.2546618348563343
8102,-118.22,33.8,36.0,7.1592919047975645,5.8522024797744745,7.163946684342547,5.823045895483019,3.7708,157100.0,0,0,0,0,1,0.8174275553498263,1.2294754383356452
1187,-121.53,39.44,26.0,7.201170883281678,5.545177444479562,6.4967749901858625,5.480638923341991,2.6071,57100.0,0,1,0,0,0,0.770038308263634,1.313929084547416
14056,-117.13,32.75,31.0,7.756623334538858,6.48768401848461,7.079184394609668,6.413458957167357,2.5872,130600.0,0,0,0,0,1,0.8364057062815093,1.2094290126968767
3385,-118.28,34.24,29.0,8.128880142125638,6.364750756851911,7.342131730584722,6.3578422665081,5.6184,316900.0,1,0,0,0,0,0.7829800225332857,1.2785595806531767
17651,-121.88,37.26,13.0,7.546446273746024,6.1903154058531475,6.926577033222725,6.142037405587356,3.8047,204700.0,1,0,0,0,0,0.8202954319557226,1.228655212500186
13325,-117.63,34.06,39.0,7.099201743553092,5.739792912179234,7.166265974133638,5.717027701406222,2.3636,88300.0,0,1,0,0,0,0.8085124383726155,1.2417644472506046
13441,-117.43,34.08,31.0,8.073402968986406,6.329720905522696,7.367077059881012,6.289715570908998,4.263,127400.0,0,1,0,0,0,0.7840214256414574,1.2835879266667105
19882,-119.24,36.33,9.0,8.098642843759418,6.432940092739179,7.532088143541722,6.448889394146858,3.1599,95000.0,0,1,0,0,0,0.7943232238838904,1.2558197774503481
